,review,sentiment
9460, Size of bathroom far too small and as we were on a festive break the hotel had no festive feel with reception area no Christmas spirit Our bedroom had no outlook whatsoever ,0
9461, was on ground level inner courtyard couldn t get window to latch Next morning one lift not working and the other one was being used for laundry,0
9462, I was moved on to another hotel further up the street on my first night having paid 119 per night no breakfast it was unpleasant I accepted free breakfast on my two morning stay They seemed sincere and apologetic Bathroom in room 117 small and dated but ok considering it is a rustic full of character hotel ,0
9463, My arrival necessitated movement to a sister hotel due to a plumbing issue which was an inconvenience but well handled ,0
9464,No Negative,0
9465, Room temp too warm for me breakfast choice v good but not quite hot enough but acceptable lack of parking,0
9466, Even after insisting on a room change after the so called superior double transpired to be no more than a shoe box we were allocated a club room in the basement with a view of a wall no daylight The room was cramped and small and the bathroom was no bigger than a toilet cubicle with a tiny shower enclosure Even the sink in the bathroom was so tiny that you could not have used it to wash in ,0
9467, I m not usually one to write reviews but I am that unhappy and feel I need to warn people about how awful it is Upon arrival the foyer was impressive it s a very beautiful building with art on the ceilings but unfortunately the rooms were a very different story The duvet cover had a big yellow stain on it so we had to ask for a clean one but when we tried to call down to reception the buttons on the phone had been pushed in so we couldn t use it and we didn t even get an apology There were dirty marks all up the walls and curtains We ordered an English breakfast with tea but the tea never arrived The gap between the wall and one side of the bed was about 1ft so no space to move Our view was of other rooms At 11 30 we were packing to leave when a member of staff just barged in despite check out being at 12 Not happy at all with this hotel especially as we paid a lot of money We would not stay here again ,0
9468, Reception staff on arrival allocated us a room which was already occupied Bathroom very small I m not sure why this room was a superior double ,0
9469, REALLY small rooms and bathroom Breakfast is expensive and not worth it the coffee pace around the corner had better and cheaper breakfast Staff was unfriendly at check in but became better during our stay ,0
9470, On arrival we were advised without any apology that we would be moving hotels because they had booking issues We planned our trip around staying in that location and specifically wanted a traditional hotel not a modern one with dirty restaurant that we got moved to My wife was was pregnant and we did not want to be shuttled around hotels on what was meant to be a special weekend away We have not received a word of apology from the hotel after our visit ,0
9471, On arrival we were advised the hotel staff had organised alternative accommodation due to a plumbing issue with our room Our alternative accommodation did not have a double room they only a twin room available ,0
9472, Horrific I stay in London every week in 4 or 5 star hotels This isn t a 3 star in my opinion Dirty dated and grubby Shame for such a beautiful building ,0
9473, The room was tiny and shabby Marks on the walls and dated decor Very dusty also Water not replaced for second night of stay Very expensive with breakfast not even included Internet kept dropping constantly with need to keep entering password ,0
9474, There was an offer by the hotel on Booking com when I chose it and set my dates it confirmed to me a totally different date Thinking I was wrong I repeated the process but again the same result So I ended up paying for two nights at the same unwanted date I called the hotel but they told me that I have to call booking com I called booking com but they told me I have to call the hotel What a trap ,0
9475, The double room was incredibly small so would upgrade to club next time Lack of choice for room service ,0
9476, Room too small we booked superior room and got noisy club room next to lift 201 smallest room I have ever stayed in quite clostraphobic the advert said we were getting 70 discount Did complain but to no avail there to Felt I had been hoodwinked John Stokes,0
9477, Woken up by banging and drilling from work being done next door When the lady came to clean our room she left a big bag of rubbish in our room that wasn t ours On the morning of check out house keeping wanted to clean our room at 10 15am check out not till 12noon ,0
9478, The lifts were out of order at times The staff were pleasant but did not appear friendly,0
9479, Very few staff members spoke English as their first language which made expressing our needs very difficult The night manager was argumentative rude and unhelpful ,0
9480, our room was tiny the bathroom door opened into our bed it was that small we could hear everything from the room above television talking and banging didn t sleep at all it was for our 30th wedding anniversary so very disappointed ,0
9481, The shower could of done with a bigger shower screen to prevent the bathroom floor getting drenched,0
9482, That we had to change to another hotel and iT was a lot less luxurious then the hotel that i chose and paid for The room was extremely small and there was Nothing in our mini bar The breakfast was not good ,0
9483, Room bathroom were extremely small Only a very small 1 door wardrobe no shower screen or curtain in the bathroom the whole bathroom will be wet during shower There were no space to put your luggages not to mention to move around in the room ,0
9484, Room extremely small No bathrobe provided although on request ,0
9485, smell of drains was overwhelming at times I would hope it was unique to my room and not a common theme ,0
9486, Lift only to floor 7 and the a flight of stairs to floor 8 where the room was located No view from room,0
9487,No Negative,0
9488,No Negative,0
9489, I paid extra for the breakfast couldn t get in to eat dinning room full couldn t accommodate a table for 3 wanted us to sit 2 at one table 1 at another,0
9490, Rooms little small If you open your suitcase you will have to step over it to get to door or bathroom ,0
9491, Sadly for the price it costs its just not worth the money The deluxe room is TINY and this was an upgrade Dread to think what we would have got if we hadn t Not clean enough and looking tired which you wouldn t expect from somewhere of this price range and star ,0
9492, Very small room with no space at all so it is hard to move The room we stayed in had a very small window at the top which you could not even open so the room itself was a bit dark and stuffy It felt a like living in a basement Furthermore you can hear everything through the walls for example when guests in a room above you wake up you can hear their steps If your breakfast is not included in a room rate make sure you pro actively ask the reception for a cheaper pre booked option when checking in Otherwise you are not informed pay more for the same when just coming for a breakfast in the morning and may have unpleasant surprise when checking out and discovering it At that moment nothing can be done as it is in the system already ,0
9493, room to small for a double it did not feel like a deluxe room difficult to communicate with some of the staff,0
9494, Nothing,0
9495, The bedroom did not match the description on the website it was tiny and the bathroom was so small it was actually difficult to move in there We also paid extra for a club room but this just seemed to mean a bowl of fruit and a small bottle of wine were left in the room It was not the luxurious pampering advertised ,0
9496, Very noisy outside in the night and early morning Our room was at the back of the hotel and there were workmen outside early on saturday and sunday morning from 6 30am,0
9497, Everything,0
9498, The mixed gender toilets within the hotel were very cramped upon arrival Other than that i could not fault the hotel ,0
9499,No Negative,0
9500, Windows couls not be opened the double bed a bit on the small side ,0
9501, Very small room The room was so cold central heating doesn t work from 9am 6pm hotel policy they did get me a heater though Felt that towels and linen weren t so clean ,0
9502,No Negative,0
9503, Small rooms small bathrooms smashed bugs on the walls holes in the wall Whole above window stuffed with paper towels Poor housekeeping ,0
9504, The rooms on the ground floor are very cold because of huge old windows the noice isolation is very bad very noisy The rooms are very small ,0
9505, rooms are very small related to the amount paid it is too expensive comparing with 4 stars hotels i paid over 150 pound night that a very high cost for this tiny room food and beverage are expensive they offer me to pay 80 pound for breakfast and i didn t not get it of course i am not in four seasons hotel so it is my only complain that the cost is too high related to what i get room size and food ,0
9506, The adequacy of the room size appears to be pot luck The room I was in for the second period of my stay was much better than the first see my other review following the first period of my stay ,0
9507, all the little stairs before you get to the room The shower door was very small no room to put your toiletries no room to hang the towel by the basin the walls were too thin I could hear my neighbor snoring the room service was only cold sandwiches ,0
9508, Had only one night would have liked to try the bar but it closed early Didn t have breakfast included in room rate that ,0
9509, the room we stayed in was a bit small and the 5 steps up into it were a bit unexpected the shower could do with a bit bigger shower screen curtain as the loo and floor got soaked while in it ,0
9510, Rooms were to small ,0
9511, The temperature of the room and no air con The bathroom was very small with a sliding door and was very close to the first bed The shower would drench the whole bathroom floor ,0
9512, Unfortunately there is nothing Grand or Royal about this hotel I had room 404 The floor creaked the ceiling creaked as people in the room above me moved around The room was not clean old grubby fingermarks on both sides of the bathroom door weeks of dirt on the washbasin lamps corners of the bathroom hadn t been cleaned Housekeeping woke me up and walked in at 08 00am then back again at 09 00am even though checkout is specified as 12 00 noon I had an upgraded room to superior and it was tiny 25cms between the bed and the wall window God knows how small a standard deluxe room is ,0
9513, not royal not grand the rooms are very small like prison cell not enough space for luggage maintenance very bad ,0
9514, Arriving after a 14 hs flight and being told my room was sold to sb else and no longer available even having my credit card as a guarantee After 20 minutes i got another room for extra price after complainig some more the extra charges were removed from my bill but this procedure is unacceptable Front desk and reservation department needs plenty of training in good manners and hotel service ,0
9515, Dreadfully noisy Woken up very early sunday morning by people servicing building adjacent Don t stay on this side of hotel,0
9516, The superior room wasn t It was adequate but compact Lack of restaurant ,0
9517, when I booked the room through Booking com I thought I was going to have the superior room on arrival I was given the club room BOX the shower was so tight I was not able to turn round it was that tight the wardrobe was in the worst place by the door which was not helpful on entering the room I thought the cost of the room was expensive as it was not the room I had booked with Booking com,0
9518, The staff who dealt with the initial arrival and stringent way they dealt with the hotel policy when they had no authority for specific information The misinformation the staff gave in relation to credit card provider and details of the credit card being passed to their finance dept when not authorised ,0
9519, The room was really quite small but for 108 per night from wowcher it was worth it considering the location There was quite a bit of noise in the early hours as the room was at the back of the hotel and backed onto shops getting they re deliveries etc And the air con heating didn t work properly flashed on the wall until I covered it with a towel Also the sink plug wouldn t close for my partner to have a shave in There was no view as the window was frosted we didn t eat in hotel maybe next time,0
9520, Room just too small particularly if you have any luggage and who doesn t ,0
9521, The bathrooms were a tad small I had a bathtub my friend had a shower and the one with the shower was tiny Breakfast was good but expensive ,0
9522, Do not stay here I had a single room I didn t mind the small size of it however the bedroom AC only sent out hot air even though it was set at 17 degrees the plumbing in the bathroom made noise all night and there was a green light in the hallway ceiling that was too bright and lit up the room at night A really uncomfortable experience I got about 3 hours sleep ,0
9523, Rooms were small We had a club room which had only a double bed with very little space around it There was a curious little area by the windows with a desk which had no heating though you could close it off with a curtain Bathroom was very small with a tiny washbasin and shower no bath ,0
9524, I thought the size of the room on arrival to be small disappointing misleading at time of booking The room didn t smell very clean I asked to be moved ,0
9525, Against the positives the hotel has some clear minuses starting from the size of the rooms we had booked a double deluxe room and we found ourselves in a ridiculously minuscule room where two people can hardly move at the same time and the bathroom was at best 4sq m As a side note one of the two lifts has been permanently out of service which made the waiting time to go up and down unbearably long A final warning for future possible customers some of the rooms the hotel offers are in the basement if you are unlucky enough to be assigned one of those rooms when checking in watch out you don t want to be there ,0
9526, did not have a bad experience at all the only recommendation would be to have a larger shower ,0
9527, Staff very noisy in the morning cleaning a room opposite when we were sleeping well trying to ,0
9528, The room was ridiculously hot even with the air con on 17 degrees and the fan on full The pillows are very uncomfortable The room looks clean until you look at the skirting s or ledges ,0
9529,No Negative,0
9530, Parking was advertised to me that indicates parking on hand and easy and part of the hotel property under their control Was only parking on street or at very expensive private car park found space after 40 minutes,0
9531, Room was as big as a shoe There wasn t even enough room to open the little foldable rack that you lay your suitcase on although there was one in the room,0
9532, The rooms were incredibly small It was difficult for two people to sleep on a double bed we literally had to hop around the room There isn t even any space to open your bag I know rooms in London and specially in zone 1 are small I have lived in other hotels in central London as well but the room here were a big disappointment ,0
9533, The room was to small one could not pass between the bed and the window On one of my 3 day stay the room and bath have not been cleaned We found it in the evening as we had left it in the morning ,0
9534,No Negative,0
9535, Lobby is crowded and needs to be cleaned plus they need to put clocks in the room,0
9536, Bar shuts early no ironing service Rooms are tiny so so small we had a club room supposedly bigger you couldn t open the wardrobe and exit the room or enter the bathroom over space then bathroom my guess 1M2,0
9537, The fruit was a nice add to but should have been checked before we went into the room because the banana left was rancid ,0
9538, Sheeets had spots it was all very dusty and the room was very tiny The girl at the reception was really rude The room was not serviced in the morning and when I returned to the hotel at 11 pm I found it as I had left in the morning ,0
9539, The only little complaint I have is you need to clean the bathroom doors more often Mine was sticky The rest of the room was very clean though ,0
9540, We were given two single beds pushed together rather than the double that we thought we had booked The room was a bit of a dungeon might suit some but for this couple it was not a happy outcome to a romantic evening ,0
9541, despite booking this Hotel in January we were given rooms at top of hotel classed as Superior rooms They were more like attic rooms You could not walk around the small double bed However we were given complimentary breakfast ,0
9542, Bar closes too early in the evenings Bar decor was a bit shabby and tired Single room although comfortable I felt in an exposed and remote situation at the back of the hotel The double lock on the door did not work and the safety chain could easily be broken if door forced ,0
9543, The noise on top Our room was below the conference and they did not move us when they had an event They were moving the furnitures and fixing the Mir conference room till 5am and we had hardly any sleep We kept on complaining but they only stopped early morning and started early ,0
9544,No Negative,0
9545, Bedroom was very small and cramped with one side of double bed against a wall and not much space on other side for anything other than walking to bathroom Small desk at base of bed but not enough space to sit at the desk I was traveling alone so just needed somewhere to sleep ,0
9546, The room was really small and there are lots of stairs even within the room,0
9547, We were given a room that was as the last person left it ie towels everywhere and used bed etc etc Reception apologised and moved us immediately ,0
9548, The shower is very small and my wakeup call was 20 minutes late my day of departure ,0
9549, Certain staff were not knowledgeable and did not provide reliable assistance ,0
9550, Hotel took extra payment from credit card which wasn t refunded until arrival despite phone calls Breakfast not included in price very unusual these days English fluency not brilliant ,0
9551, Small room But it is London ,0
9552, The staff is not polite and cannot even take the pain of answering to a good morning The rooms are ridiculously small and dirty The bathroom is simply a joke 1m This hotel is not worth even 1 star,0
9553, We arrived at Royale Hotel at Hyde Park where they took my payment for the room It was only after they took my payment that they then told us that there was maintenance issues within the building so they would have to re locate us to another hotel in Paddington They paid for our taxi but told us the taxi would be with us in 5 mins however we were made to wait 30 mins before i had to again ask the staff how long it would be The hotel itself was really nice just the whole point of us having to be re located after i had already made payment was not acceptable ,0
9554, Our room was nice but was a little cramped trying to walk around the bed the TV didn t have good reception ,0
9555, I had a ground floor room The view was of a brick wall and at times you could hear the tube arriving departing although it didnt disturb my sleep The rooms are very small ,0
9556, Upon arrival there was one person at the desk who was on the phone which is understandable however after 5 minutes of not even any eye contact as acknowledgment and a mobile phone ringing constantly behind the desk as it was not switched on silent we were then greeted She told us our room was not ready so we could have a club room in the basement if we liked We did appreciate the upgrade from a double room but we still found it to be quite small When entering the room I immediately noticed the black marks all over the walls My partner then noticed a huge crack in the toilet seat I turned on the air con and dust visibly flew out so I ran my fingers over it and found that it indeed was covered in dust After informing the front desk and upon return to our room I was pleased to see the toilet seat was replaced and air con cleaned I decided to have a bath and noticed the plug was broken so in order to drain the water after my bath I had to annoyingly fiddle with it Then when flushing the toilet the actual button stuck and constantly flushed until I forced it to pull back out On my first night I had ordered and orange juice and glass of prosecco my orange juice which was visibly not being used anymore due to the water floating on top of it and the Orange juice sunken to the bottom was left and was still there when we were checking out I proceeded to write my comments in the leaflet provided After I finished writing I turned to the back of the leaflet and to top it off it was covered in some sort of sticky substance which just added to my frustration We looked at a range of hotels and chose yours as it is truly beautiful from the outside and seemed like somewhere we could enjoy staying at However we didn t even want to drink in the bar or relax in our room because we were that disappointed My partner was extremely unhappy too as this getaway was a gift for me Overall unfortunately this was not an enjoyable experience from start to finish ,0
9557, I know it was in a deal but the room was very small It was at the end of the top floor corridor in the eaves ,0
9558, Do not order room service We ordered two panini s in the evening One Cheese Chicken and the other Cheese Pepperoni This was to come with a side salad and crisps This was a simple choice and we expected nothing fancy However when the dish arrived the panini was soggy and had also somehow been strewn over the plate the bottom of the panini stayed on one side the filling on the plate and the top of the panini had been squashed on the other side It looked as though a child had been playing with our food before it even arrived I took the food down to show the manager only to be told that that is how a panini should look I said I have eaten many panini s over the time and this is not how a panini should look the chef came and said oh I dont know how a panini should look I dont eat them This wasnt really the response I was hoping for So just to make you aware please dont order the room service you will be disappointed ,0
9559, Room was a bit small and breakfast was a little pricey but still within comfortable standards ,0
9560,No Negative,0
9561,No Negative,0
9562, Clean modern bathroom but very cramped,0
9563, We were moved from Grand Royale to Shaftesbury International up the road I agreed because I was told the replacement was the same standard It wasn t We were upgraded to a Club Room which was tiny Hair on floor in bathroom and hair in towels Specks of dirt in bed some sort of ironing residue The hotel was next door to some sort of hostel with a rowdy group of drinking buddies outside ,0
9564, Maybe I haven t got my head around London pricing yet but I couldn t understand why a glass of red wine and a bacardi coke in the Theater bar should cost considerably more than a breakfast We did get better value in bars located nearer the hotel ,0
9565, Deluxe Double Room is grossly misrepresented in the hotel s online advertising over a nine day stay my room was never cleaned properly and if luckily the bedding which was old and worn may have been changed 1 time On several occasions I saw the Front Desk Staff engage in quite unpleasant discussions with guests who arrived to find that their booking had to been honoured or those like myself who were very unhappy with the accommodation I was promised an upgrade to a Club Room after 1 night but the Front Desk never followed up on this ,0
9566, Nothing negative to say but if I was forced to give something it would be that the pillows are hard and uncomfortable ,0
9567, the room size is terrible small for us from ASIA to LONDON cant stay in this hotel because we cant even open one luggage No space to walk around and even place your products or hang your clothes the room is even smaller than JAPAN room I think winter period not advise for long haul flight to stay here do not have the space to place or even pack thing we need to hop around dam funny for us we are consider petite sizes and we need to hop around the room hahaha good work out for us this hotel is good for 3 days 2 nites short stay with one small bag ,0
9568, One small thing that could be improved is the glass shower screen on the bath shower was not big enough ,0
9569, Difficult to get around the bed duvet too small lovely view of the bins from neighbouring shops,0
9570, Decor is dreadfully bland and whole place feels soul less The reception and bar are particularly small and totally lacking in comfort not even enough chairs It is a beautiful old building but has been badly modernised and in no way is this a four star hotel APART from the great staff ,0
9571, A little expensive for the average traveller We were last minute booking or would have chosen elsewhere in the area They tried to bill us for breakfast we didn t have and very disorganized on check out ,0
9572,No Negative,0
9573, room was substandard for price and did not have fore poster bed nor queen size beds as per advert and confirmed by reception breakfast was wrong on both mornings bar closed at 11am no dining in the evening,0
9574, We were in room 026 Very noisy from 7am Doors banging constantly we could constantly hear the bleeping of a key pad followed by another door banging We had asked for a quiet room Also a small point re the wardrobe Hanging space not long enough for clothes perhaps one shelf should be taken out ,0
9575, Pricing of a single person 3 5x2 m room adjacent small shower was unreasonable I don t know how the picture of the bed was made It must have been made before they built the walls around the room Could not have been more than 50 cm between bed and wall on one side only Had to stack furniture on the cabinet to have access to bed from bathroom Unpractical cabinet to stow luggage while there was no room to leave it in the room ,0
9576, i booked a double room for 2 person but when i reached on that day they gave us 2 single room due to some maintenance problem of them yet still changed us to other property with double room ,0
9577, Every thing expansive room is dark no refrigerator the bathroom door is very old and locked us inside many times my mistake is I paid for my whole stay in advance ,0
9578, The room was very warm and we had to prop a window open to get fresh air The mattress was probably past its use by date The shower screen was not wide enough for us to stop water going onto the floor ,0
9579, Nothing,0
9580, As with many big cities rooms and bathrooms are quite small even in the Club rooms ,0
9581, The room was too small with VERY cerky floor poor sound proof low ceiling and very dirty window,0
9582, Room was a bit claustrophobic often seen in older UK properties Would appreciate a second chair so that both residents could sit simultaneously ,0
9583, Not quite walking distance to Paddington Room was small and oddly configured with about 8 stairs from the door to the room Breakfast was expensive coffee better around the corner ,0
9584, The room was tiny I have never stayed in a room so small ever The quilt was not big enough to cover both of us The bathroom is tiny and down a set of stairs No where to put anything because the room is so small ,0
9585, Although we were advised we had received an upgrade on our room our room was tiny Felt very claustrophobic especially in the bathroom e g very tight squeeze getting out of the shower hit my knee on the sink the first day Net curtains were dirty window broken and had a horrible view of a dirty alley from our window If this was the upgrade I dread to think what our original room would have been like For a 4 star hotel and the amount we paid I would not have expected any of these things ,0
9586,No Negative,0
9587, We had to climb a narrow staircase and walk along very narrow corridors to our room The room was too small for its description as a Superior Double If we had not benefited from a big room rate discount we should have been very dissatisfied ,0
9588, the rooms are a bit worn down and showing their age For the price and location its still a good deal ,0
9589, Bed very uncomfortable on last night for some strange reason Fine for rest of stay Spoilt the overall impression ,0
9590, The staff is friendly but not well organised They kept us waiting in front of them in the lobby for almost 2 hours for our room over the announced checkin time ,0
9591, Simple things the duvet was far too small for the bed The coffee and sugar were not replenished when asked When having a shower the screen was so small that water went all over the floor ,0
9592, Room very very small I booked a double and it felt claustrophobic for 1 glad there wasnt 2 of us No restaurant and room service menu limited Room needed redecorating and as an older female I would have appreciated a little help with my luggage up and down front steps No porter and reception ignored me I am a regular visitor to London and usually stay 4 5 star and I just feel grand royal could do better,0
9593, The room was very small and was quite stifling with no opening windows or room air conditioning ok for 1 night,0
9594, I choose a club room which I paid a little more for however although it had everything you would expect it was quite small with a window only 2 foot wide ,0
9595, Nothing really Room was really small but had everything required so we would stay there again ,0
9596, We didn t try breakfast at the hotel as 15 seemed far too expensive ,0
9597, Everything the rooms are small and cramped the staff are just there not welcoming or even happy looking They freeze money in your account you at the bill on arrival and the don t free I your Monet until about three days after your stay Disgusting,0
9598, We requested them to change to a suite on day one since rooms were very small and they did not give us one ,0
9599, The only thing we didn t like is one of the managers on duty during the day showed very little concern for the customer Awful to have to deal with Fortunately the rest of the staff made up for him ,0
9600, The checking in and checking out processes are very slow with staff not taking any notice of people arriving Serving people in the wrong order is just annoying first come first served should be respected Not enough of a problem to be negative but be prepared to be assertive ,0
9601, Room was tiny Like a renovated closet yet everything was there as it was obviously well planned out ,0
9602, Room could be bigger but I can t complain given its ideal location in London ,0
9603, That rhe hotel did not have a dinner service or any out of hours room service if you felt hungry This is poor as where the hotel is based you can not buy any food after 11pm,0
9604, The room was very small although we got upgraded into a bigger room but still it was small The cleanses was poor ,0
9605, Rooms were small but this is reflected in the price so not bad value for money Public areas were nice ,0
9606, Room was quit small Check in was slow and complicated Some lack of information and misunderstanding of booking and payment Difficult to catch with email ,0
9607, Nothing,0
9608, Small room ground floor front room closed for a private party almost each night but the bar in the back room was open ,0
9609, Extremely small rooms Had a club room which was very small Staff were wonderful and put me in s different club room with more space and a better view Surprised that it is a 4 star hotel,0
9610, Tiny room have constantly to sign into wifi staff was rude in the beginning but became nicer and the sheets were not changed on our second day ,0
9611, rooms too small hardly any space to put your luggage especially if you take a single room,0
9612, Arrived to find there were boiler problems They tried to palm us off with another hotel which was inferior and had a walk up price 33 cheaper than what i had paid We have experienced this excuse multiple times in london so stood our ground Another room was conveniently found for us after not accepting their offer ,0
9613, Nothing really ,0
9614, Rooms are tiny,0
9615, My reservation was for two bed It was not available when we checked in It became available 3 days later Your front desk did a fantastic job that we decided to stay and I am glad we did ,0
9616,No Negative,0
9617, Lack of variety on the room service menu problems with key cards ,0
9618, Staff did not acknowledge you when coming and going Rooms very small Cannot move around furniture Bathroom was the size of a closet ,0
9619, My room was really small and had a large twin sized bed Didn t really have a restaurant breakfast only but that wasn t a problem as I found restaurants in the area to eat in ,0
9620, the room is not practical difficult to open the window stairs after the door to get in the room loss of space no cover on the bath so the water gets all around the bathroom hairdryer attached to drawer but not enough space to sit down on the chair am I supposed to steel the hairdryer there were small flies,0
9621, I would have liked breakfast to have been included in our stay We were offered it at a reduced rate but it would have been easier if it was included in the initial price as an option ,0
9622, Fire alarm kept going off plugs did not work one morning and staff did not know the jogging route mentioned in the hotel guest guide Rooms not serviced promptly and at our convenience,0
9623, Upon arrival we had to wait 10 minutes in the rain before someone could help us bring our 7 suitcases up the stairs into the reception area We had booked and paid for two of the same rooms as we were a group of 4 people One of our rooms were a downgrade from the other the rooms did not have the same appliances and one room had less space than the other We asked to be moved so we could both have the same room type and they said yes but never got round to it We had to wait over an hour for some ice buckets We found a thick long transparent plastic string in one of plates of breakfast and the restaurant staff actually looked into my hair and told me it was my hair because nobody in the kitchen has that hair We accidentally dropped salmon on our bed sheets and it smelt really bad so we asked if we could have a new duvet They gave us an uncovered single duvet for our double bed so when we asked for a double the night porter gave us the same dirty salmon duvet that we had put on the floor outside the room When we confronted him about it he shouted you cannot expect us to clean the bedding everyday My card was overcharged by 264 when I had checked out When I rang the hotel to let them know they said it s not their fault it s my bank When I called my bank they had given me 2 preauth codes proving the hotel were holding an extra 264 from my card and they had to fax my bank to allow the to cancel it The manager was unable to use his own fax machine so he sent me the fax letter through email and he made it my duty to get it faxed to a bank They are highly unprofessional and I will never ever stay at this hotel again It is appauling and disgusting ,0
9624, Size of the club room we were in Very small Luckily we travelled light ,0
9625, Very small room quite a challenge with two suitcases ,0
9626, Lots of ladies entering the hotel at random hours of the night and visiting various rooms I guess they must have been looking for something they lost ,0
9627, very small and by the way they gave me a club room I cannot imagine the sizes of the other rooms not very clean No room service Wifi is Zaft always disconnect Expensive The view of room is horrible,0
9628, 4am smoke alarm causing everyone to attend the main foyer for an hour on Thursday 26 9 15 Also relatively small rooms and dining room staunch ions need removal ,0
9629, Cleanliness of rooms is challenging There was a bit of misunderstanding regarding on room upgrade but they managed it quickly ,0
9630, I LOVED EVERY MOMENT WELL DONE THANK YOU FOR A WONDERFUL WEEKEND IOANNIS BATSOS,0
9631, Reception staff poor upon arrival 6 staff behind reception seemingly dealing with 1 unhappy guest whilst we stood there finally someone came to check us in He demanded full payment straight away which is fine then told us our room was not ready this was 3pm check in is 2pm not a good start ,0
9632, The rooms are very small I booked a deluxe double room which is supposed to be bigger than a superior double room but it is difficult to imagine a room smaller than the one I had There was not enough space to get out of one side of the double bed The fire alarm went off at 4am not the hotel s fault but the following night I was kept awake by faulty door chimes which I couldn t stop from flashing green and red it was like trying to sleep in a night club ,0
9633, The wifi kept clicking off and there was only one shower gel but over all amazing,0
9634, The fire alarm went off at 4am It was chaos No one knew what to do Proper legal protocol was not followed Poor communication from the staff And not one word of an apology until we brought it up the next morning It spoilt out overnight stay The hotel could be fabulous Just staff and decor in some rooms let it down ,0
9635, My room was smelly and small hence beds are small for couples no space in the room to store my luggage the lady in the reception showed me other rooms which still small and we have to pay extra money for no value ,0
9636, Room was extremely small Despite being located on the first floor you feel like in the basement small unopenable window half bricked up You have to climb up the stairs to the bed the bathroom you cannot turn around Poor working wifi ,0
9637, Moved to another hotel at the eleventh hour situated on the ground floor of an annex next to the front door and lift I booked above ground Had to cross a road to go to breakfast ,0
9638, Room was small and the small window did not make the room very light ,0
9639, No facecloths a MUST for me Bath was too high to comfortably access shower for someone my age 72 No dining room music A BIT DISMAL,0
9640, We didn t have a bad experience,0
9641, The room was on the small side and the electronic maid service alarm kept buzzing in the night and at times in the morning ,0
9642, Windows didn t open We had to wait for our room although were offered a room on the lower ground floor instead,0
9643, I have updated my room to luxury room on booking website but I didn t got it And the breakfast was included and also they said you have to pay another 12 00 each for breakfast that s not fair I got the deal on booking com and when you arrive giving you different things and different deal,0
9644, The size of the room was very or should I say extremely small Hardly can move or have place to keep our laguge ,0
9645, Although there is a main elevator climbing up and down side stairs a bother with bags ,0
9646, Bathroom could have been a little larger showerscreen far too small ,0
9647, Deluxe double was a VERY small room could barely walk around the bed the ceilings were also low on 6th floor so when I was in shower I nearly hit my head on ceiling and I m only 5 foot 4 there were no special out of ordinary touches eg refrigeration guest robes iron or board in room there was a kettle and blow dryer it was clean however I would rate this a 3 star,0
9648, Read my comment above,0
9649, Unable to take a shower without soaking the tiny bathroom ,0
9650, Bar closes early for a Saturday Room was very small and although it was on 1st floor wasn t possible to open window Maids are very noisy in the morning,0
9651, Our room was hidden away in the basement but then it was one of the cheaper rooms ,0
9652, the 1st night was terrible we were arranged to a single room in the basement where our luggages couldn t be opened because of the limited spaces When we opened our room you need to walk up the stairs really terrible But we paid over 2000 dollars HOng kong Very unhappy and disappointed We complained and the manager upgraded us to club room which was acceptable for the rest of my stay ,0
9653, At first a staff gave me a room on first floor that i had to walk up many stairs and through a long corridor with my big heavy luggage Luckily another lady arranged a room on ground floor for me that made me feel more comfortable ,0
9654, Duvet too small for comfort told we could request for down pillows n bedding never came bed softer than most other places we ve stayed in london bed n bedding duvet pillows poor sub standard quality does not match to your hotel image Quite disappointing Bedroom though small is expected but configuration awkward opens bathroom door to block access to basin tight n squeezy even for one Really need to look into that ,0
9655, Rooms was very compact and didn t look four star which was a shame as the hotel itself was gorgeous and staff fantastic,0
9656, The room was just far too small to justify the price tag Not enough room for one let alone two suitcases The bathroom was more like a broom closet ,0
9657, No open windows Open door to accommodation to be greeted by five steps Also does not overlook hyde park as advertised,0
9658, The rooms are little small but i think for the money i paid I got the best value Good job Grand Royal hotel ,0
9659, On check in we was told we had to be relocated due to a maintenance issue The chap who dealt with this didn t do so in the best manner what upset us the most was the hotel option was not as good and cheaper than yours and when I said we will cancel and I would book elsewhere myself we was allowed to stay This ruined our start to our stay Marks on all bedroom walls and a toe nail clipping on bedroom Carpet small bedroom also ,0
9660, Very small rooms just fit a double bed with small staircase to the bathroom which was tiny I guess its because of the location which was excellent,0
9661, For the third time I was bumped out of the hotel upon arrival to another in the group The other hotel had a lift out of order the TV worked when the porter shook it and a large bathroom towel hook fell off the wall on my foot I am fed up with not being able to stay at the hotel I booked and I am meant to be on their partner frequent stay list What was worse while waiting for a taxi to go to other hotel they were booking other solo travellers in ,0
9662, Despite being upgraded to club the room was tiny and the window opened to the staff entrance which was noisy and busy with people smoking I asked to email the manager but no email was sent to me with his contact details ,0
9663, small rooms and expensive as far as quality and price is concerned,0
9664, the bedroom was small in spite of being told we were getting an upgrade it makes me wonder what the downgrade was like the bed itself was uncomfortable,0
9665, Towels were rough ,0
9666, The initial room we had was very small and we had to upgrade to a bigger one The mattress felt as if it was very old as it was extremely soft and the springs felt broken ,0
